"","여행시나이대_만","성별.x","FIT등급","PKG이용등급","고객번호.1"
"1674","49to53","F","6_무등급","5_1회성",77107755
"1675","54to58","F","6_무등급","6_무등급",77182990
"1676","69to73","F","6_무등급","5_1회성",77285003
"1677","59to63","F","6_무등급","4_일반",77505773
"1678","34to38","F","6_무등급","4_일반",77586311
"1679","59to63","F","6_무등급","3_우수",76793928
"1680","59to63","F","6_무등급","3_우수",76810276
"1681","44to48","M","6_무등급","5_1회성",77005613
"1682","59to63","M","6_무등급","3_우수",77363164
"1683","64to68","M","6_무등급","3_우수",77363165
"1684","54to58","F","6_무등급","3_우수",77363257
"1685","59to63","M","6_무등급","5_1회성",77448436
"1686","59to63","M","6_무등급","5_1회성",76786392
"1687","49to53","F","6_무등급","3_우수",76845044
"1688","19to23","F","5_1회성","3_우수",76845045
"1689","49to53","F","4_일반","5_1회성",76859063
"1690","44to48","M","6_무등급","4_일반",77044054
"1691","54to58","F","6_무등급","3_우수",77146076
"1692","39to43","M","6_무등급","5_1회성",77208834
"1693","54to58","F","6_무등급","5_1회성",77415466
"1694","54to58","F","6_무등급","5_1회성",77512215
"1695","59to63","F","6_무등급","5_1회성",76790167
"1696","49to53","F","6_무등급","6_무등급",77064965
"1697","64to68","M","6_무등급","5_1회성",77231417
"1698","64to68","F","6_무등급","5_1회성",77231418
"1699","69to73","F","6_무등급","5_1회성",77334059
"1700","59to63","F","6_무등급","5_1회성",77431592
"1701","49to53","F","6_무등급","3_우수",76796340
"1702","54to58","M","6_무등급","5_1회성",76801912
"1703","24to28","F","5_1회성","5_1회성",76817827
"1704","69to73","M","6_무등급","6_무등급",76936298
"1705","64to68","M","6_무등급","4_일반",77060898
"1706","49to53","M","6_무등급","4_일반",77082131
"1707","44to48","F","6_무등급","4_일반",77082132
"1708","44to48","F","6_무등급","5_1회성",77394823
"1709","44to48","M","6_무등급","3_우수",76884439
"1710","39to43","F","6_무등급","3_우수",76884440
"1711","44to48","F","6_무등급","4_일반",77021815
"1712","44to48","F","6_무등급","4_일반",77055056
"1713","44to48","F","5_1회성","5_1회성",77370890
"1714","59to63","F","6_무등급","5_1회성",77638265
"1715","39to43","M","4_일반","2_VIP",76767700
"1716","39to43","F","6_무등급","5_1회성",77054563
"1717","54to58","F","6_무등급","5_1회성",77215234
"1718","59to63","M","6_무등급","5_1회성",76906645
"1719","49to53","F","6_무등급","4_일반",77216286
"1720","49to53","F","5_1회성","6_무등급",77356863
"1721","44to48","M","5_1회성","6_무등급",76856270
"1722","44to48","F","6_무등급","5_1회성",76885606
"1723","44to48","F","5_1회성","5_1회성",76892860
"1724","49to53","M","6_무등급","5_1회성",76892861
"1725","39to43","F","6_무등급","5_1회성",76971790
"1726","39to43","M","6_무등급","5_1회성",77017249
"1727","74to78","M","6_무등급","5_1회성",77197591
"1728","54to58","F","6_무등급","3_우수",77227577
"1729","39to43","F","6_무등급","5_1회성",77316872
"1730","59to63","M","6_무등급","3_우수",77419050
"1731","49to53","F","3_우수","6_무등급",77476759
"1732","59to63","M","6_무등급","3_우수",77521367
"1733","24to28","M","5_1회성","6_무등급",77618640
"1734","39to43","F","4_일반","6_무등급",77085116
"1735","54to58","M","6_무등급","5_1회성",77087280
"1736","39to43","M","5_1회성","5_1회성",77203996
"1737","49to53","F","5_1회성","2_VIP",77217998
"1738","49to53","F","6_무등급","4_일반",77218779
"1739","59to63","M","6_무등급","4_일반",77326399
"1740","39to43","F","6_무등급","4_일반",77334125
"1741","49to53","F","6_무등급","5_1회성",77645618
"1742","54to58","M","6_무등급","5_1회성",76782412
"1743","39to43","F","6_무등급","5_1회성",76819616
"1744","49to53","M","6_무등급","4_일반",76819617
"1745","39to43","F","6_무등급","5_1회성",77488696
"1746","39to43","F","4_일반","6_무등급",77490658
"1747","49to53","M","4_일반","4_일반",77617572
"1748","49to53","F","6_무등급","5_1회성",76862886
"1749","44to48","M","6_무등급","2_VIP",77007756
"1750","34to38","F","5_1회성","4_일반",77114724
"1751","59to63","M","5_1회성","2_VIP",77315710
"1752","59to63","F","6_무등급","2_VIP",77315711
"1753","59to63","M","6_무등급","5_1회성",77379155
"1754","44to48","M","4_일반","5_1회성",77510606
"1755","19to23","M","6_무등급","5_1회성",77036155
"1756","54to58","M","3_우수","5_1회성",77071962
"1757","49to53","M","5_1회성","4_일반",77273525
"1758","44to48","M","6_무등급","6_무등급",77339831
"1759","54to58","F","4_일반","3_우수",77386110
"1760","54to58","F","5_1회성","5_1회성",77555161
"1761","74to78","F","6_무등급","5_1회성",77559161
"1762","59to63","F","6_무등급","5_1회성",77638265
"1763","44to48","M","6_무등급","5_1회성",76811842
"1764","54to58","M","6_무등급","3_우수",76841742
"1765","54to58","F","6_무등급","3_우수",76841743
"1766","44to48","M","6_무등급","4_일반",77002429
"1767","44to48","F","5_1회성","6_무등급",77104602
"1768","49to53","M","6_무등급","5_1회성",77331546
"1769","29to33","F","6_무등급","5_1회성",77460761
"1770","59to63","F","6_무등급","5_1회성",77559341
"1771","44to48","F","6_무등급","5_1회성",77578582
"1772","54to58","F","6_무등급","5_1회성",77633471
"1773","64to68","M","6_무등급","5_1회성",76779470
"1774","54to58","F","6_무등급","3_우수",76779471
"1775","29to33","F","5_1회성","5_1회성",77119949
"1776","54to58","M","2_VIP","6_무등급",77151785
"1777","54to58","F","6_무등급","5_1회성",77215298
"1778","24to28","M","6_무등급","5_1회성",77215299
"1779","24to28","F","6_무등급","5_1회성",77215300
"1780","64to68","M","6_무등급","3_우수",77230619
"1781","59to63","F","6_무등급","3_우수",77230620
"1782","44to48","M","4_일반","4_일반",77366805
"1783","39to43","F","6_무등급","5_1회성",77393512
"1784","44to48","M","6_무등급","5_1회성",77393593
"1785","54to58","F","6_무등급","2_VIP",77621748
"1786","64to68","F","6_무등급","5_1회성",76791885
"1787","44to48","F","5_1회성","6_무등급",76792784
"1788","44to48","F","6_무등급","5_1회성",76821436
"1789","44to48","F","6_무등급","5_1회성",76862362
"1790","44to48","M","6_무등급","3_우수",76941763
"1791","59to63","M","6_무등급","5_1회성",76954149
"1792","54to58","M","5_1회성","2_VIP",76976755
"1793","54to58","F","6_무등급","3_우수",77187689
"1794","39to43","M","5_1회성","5_1회성",77226014
"1795","44to48","F","6_무등급","5_1회성",77268953
"1796","34to38","F","6_무등급","5_1회성",77276913
"1797","34to38","F","5_1회성","6_무등급",77392323
"1798","34to38","F","6_무등급","5_1회성",77470643
"1799","64to68","M","6_무등급","3_우수",77514606
"1800","44to48","F","5_1회성","6_무등급",76907971
"1801","54to58","F","5_1회성","5_1회성",77095704
"1802","59to63","M","5_1회성","5_1회성",77095705
"1803","59to63","F","6_무등급","6_무등급",77126832
"1804","49to53","M","5_1회성","3_우수",77131988
"1805","49to53","F","4_일반","3_우수",77131989
"1806","19to23","F","6_무등급","5_1회성",77131990
"1807","59to63","M","6_무등급","5_1회성",77183752
"1808","49to53","F","6_무등급","5_1회성",77183828
"1809","44to48","F","6_무등급","3_우수",77510662
"1810","44to48","F","6_무등급","6_무등급",77556143
"1811","54to58","F","6_무등급","6_무등급",77169532
"1812","49to53","F","6_무등급","4_일반",77181608
"1813","59to63","M","6_무등급","4_일반",77363169
"1814","54to58","F","6_무등급","5_1회성",77430895
"1815","44to48","F","6_무등급","5_1회성",77482771
"1816","44to48","M","4_일반","4_일반",77510606
"1817","39to43","F","6_무등급","5_1회성",76787023
"1818","54to58","F","6_무등급","3_우수",76795130
"1819","24to28","M","6_무등급","3_우수",76795132
"1820","44to48","M","6_무등급","3_우수",76904501
"1821","44to48","F","6_무등급","5_1회성",76942783
"1822","39to43","F","5_1회성","5_1회성",77009879
"1823","39to43","F","6_무등급","6_무등급",77071260
"1824","49to53","M","6_무등급","3_우수",77124947
"1825","59to63","M","6_무등급","5_1회성",77188202
"1826","54to58","F","6_무등급","5_1회성",77188203
"1827","54to58","F","6_무등급","3_우수",77265931
"1828","49to53","M","6_무등급","5_1회성",77287072
"1829","44to48","F","6_무등급","5_1회성",77287155
"1830","59to63","M","6_무등급","3_우수",77308323
"1831","74to78","M","6_무등급","2_VIP",77463028
"1832","34to38","F","6_무등급","5_1회성",77534647
"1833","29to33","M","6_무등급","5_1회성",77534648
"1834","54to58","F","6_무등급","5_1회성",77534649
"1835","59to63","M","6_무등급","5_1회성",77534650
"1836","39to43","F","4_일반","3_우수",77632887
"1837","49to53","M","6_무등급","6_무등급",76981239
"1838","34to38","M","4_일반","5_1회성",77102551
"1839","49to53","M","6_무등급","4_일반",77138133
"1840","44to48","F","6_무등급","6_무등급",77159916
"1841","44to48","F","6_무등급","6_무등급",77159916
"1842","59to63","F","6_무등급","5_1회성",77339375
"1843","54to58","F","6_무등급","3_우수",77386678
"1844","59to63","M","6_무등급","3_우수",77627655
"1845","44to48","F","6_무등급","3_우수",76916820
"1846","24to28","F","6_무등급","4_일반",77090960
"1847","49to53","F","6_무등급","5_1회성",77121383
"1848","54to58","M","6_무등급","2_VIP",77170589
"1849","39to43","F","6_무등급","2_VIP",77238037
"1850","39to43","M","4_일반","1_VVIP",77238038
"1851","44to48","F","6_무등급","5_1회성",77238821
"1852","49to53","M","6_무등급","6_무등급",77287750
"1853","44to48","F","5_1회성","5_1회성",77294523
"1854","34to38","F","5_1회성","6_무등급",77323666
"1855","49to53","M","6_무등급","5_1회성",77347678
"1856","44to48","F","6_무등급","3_우수",77347679
"1857","34to38","F","6_무등급","5_1회성",77406170
"1858","74to78","F","6_무등급","5_1회성",77443217
"1859","39to43","M","5_1회성","5_1회성",77527178
"1860","59to63","F","6_무등급","3_우수",77601497
"1861","59to63","F","6_무등급","3_우수",76897687
"1862","54to58","M","6_무등급","3_우수",76897688
"1863","54to58","F","4_일반","4_일반",76963176
"1864","49to53","F","6_무등급","3_우수",77124946
"1865","49to53","M","6_무등급","3_우수",77124947
"1866","39to43","F","6_무등급","5_1회성",77206742
"1867","44to48","M","5_1회성","3_우수",77337341
"1868","34to38","F","6_무등급","4_일반",77634332
"1869","59to63","F","6_무등급","6_무등급",77639374
"1870","54to58","F","6_무등급","5_1회성",76777142
"1871","49to53","F","6_무등급","6_무등급",76831734
"1872","39to43","F","6_무등급","4_일반",76892458
"1873","44to48","F","6_무등급","5_1회성",76994887
"1874","39to43","F","6_무등급","5_1회성",77042165
"1875","59to63","M","6_무등급","4_일반",77091704
"1876","49to53","F","6_무등급","5_1회성",77095287
"1877","69to73","F","6_무등급","2_VIP",77156286
"1878","29to33","F","6_무등급","5_1회성",77245828
"1879","54to58","M","6_무등급","5_1회성",77273084
"1880","54to58","F","6_무등급","3_우수",77273085
"1881","54to58","F","5_1회성","5_1회성",77298620
"1882","49to53","M","6_무등급","5_1회성",77410041
"1883","49to53","F","6_무등급","2_VIP",77410042
"1884","49to53","M","6_무등급","5_1회성",77523193
"1885","49to53","M","6_무등급","5_1회성",76827996
"1886","59to63","M","6_무등급","3_우수",76874731
"1887","49to53","F","6_무등급","4_일반",76991835
"1888","54to58","F","6_무등급","5_1회성",76994652
"1889","44to48","M","6_무등급","5_1회성",77133138
"1890","44to48","F","6_무등급","3_우수",77133217
"1891","54to58","M","6_무등급","5_1회성",77176349
"1892","49to53","F","6_무등급","2_VIP",77176350
"1893","24to28","M","5_1회성","5_1회성",77176351
"1894","19to23","F","5_1회성","3_우수",77176437
"1895","54to58","F","6_무등급","3_우수",77282024
"1896","54to58","F","6_무등급","3_우수",77456534
"1897","34to38","F","4_일반","6_무등급",77473408
"1898","24to28","F","6_무등급","3_우수",77585125
"1899","54to58","F","6_무등급","4_일반",77651607
"1900","44to48","F","6_무등급","3_우수",76921736
"1901","54to58","F","6_무등급","3_우수",77156102
"1902","39to43","F","6_무등급","4_일반",77173529
"1903","74to78","F","6_무등급","5_1회성",77204163
"1904","54to58","F","6_무등급","5_1회성",77338849
"1905","44to48","M","6_무등급","5_1회성",77352175
"1906","39to43","F","6_무등급","5_1회성",77352257
"1907","49to53","M","6_무등급","6_무등급",77373752
"1908","44to48","M","3_우수","5_1회성",77468022
"1909","54to58","F","6_무등급","5_1회성",76810609
"1910","44to48","M","5_1회성","3_우수",77046899
"1911","44to48","F","3_우수","5_1회성",77049805
"1912","49to53","F","5_1회성","3_우수",77131097
"1913","54to58","F","4_일반","5_1회성",77219447
"1914","59to63","M","6_무등급","6_무등급",77227116
"1915","59to63","F","4_일반","6_무등급",77227117
"1916","44to48","F","4_일반","4_일반",77447081
"1917","44to48","F","3_우수","5_1회성",77516588
"1918","44to48","F","3_우수","5_1회성",77524547
"1919","54to58","M","5_1회성","5_1회성",77645342
"1920","49to53","F","5_1회성","5_1회성",77645343
"1921","54to58","M","6_무등급","5_1회성",77653805
"1922","54to58","F","6_무등급","5_1회성",77653806
"1923","49to53","M","6_무등급","3_우수",76824417
"1924","39to43","F","6_무등급","5_1회성",77019007
"1925","49to53","F","5_1회성","6_무등급",77116966
"1926","64to68","F","6_무등급","3_우수",77237893
"1927","39to43","F","6_무등급","5_1회성",77311964
"1928","49to53","F","6_무등급","4_일반",77369286
"1929","59to63","M","6_무등급","3_우수",77402254
"1930","44to48","M","4_일반","5_1회성",77446474
"1931","44to48","F","5_1회성","5_1회성",77446475
"1932","39to43","F","6_무등급","5_1회성",77477782
"1933","64to68","F","6_무등급","4_일반",77493793
"1934","59to63","M","6_무등급","4_일반",77540482
"1935","44to48","M","6_무등급","5_1회성",77558059
"1936","44to48","F","6_무등급","5_1회성",77558060
"1937","59to63","M","6_무등급","5_1회성",76839745
"1938","44to48","F","6_무등급","5_1회성",76839746
"1939","44to48","F","6_무등급","5_1회성",77056671
"1940","49to53","M","6_무등급","5_1회성",77062823
"1941","44to48","F","6_무등급","3_우수",77088930
"1942","49to53","M","6_무등급","4_일반",77142217
"1943","49to53","M","6_무등급","4_일반",77142217
"1944","19to23","M","6_무등급","6_무등급",77164379
"1945","54to58","F","6_무등급","3_우수",77335813
"1946","44to48","M","6_무등급","5_1회성",77362484
"1947","44to48","F","6_무등급","5_1회성",77362485
"1948","54to58","M","6_무등급","5_1회성",77398537
"1949","59to63","F","6_무등급","4_일반",77398599
"1950","44to48","M","4_일반","3_우수",77446474
"1951","44to48","F","5_1회성","3_우수",77446475
"1952","44to48","M","4_일반","5_1회성",76782093
"1953","44to48","M","5_1회성","5_1회성",76842145
"1954","39to43","F","5_1회성","5_1회성",76842146
"1955","59to63","M","6_무등급","2_VIP",76954823
"1956","44to48","F","6_무등급","5_1회성",77036915
"1957","54to58","M","4_일반","4_일반",77042417
"1958","39to43","M","6_무등급","5_1회성",77146449
"1959","49to53","F","6_무등급","5_1회성",77208055
"1960","64to68","F","6_무등급","6_무등급",77342717
"1961","44to48","F","4_일반","5_1회성",77358318
"1962","44to48","F","6_무등급","5_1회성",77376954
"1963","59to63","F","6_무등급","5_1회성",77387298
"1964","59to63","F","6_무등급","5_1회성",77503462
"1965","54to58","F","6_무등급","5_1회성",77596313
"1966","59to63","F","5_1회성","4_일반",76936725
"1967","44to48","F","6_무등급","5_1회성",77108227
"1968","29to33","M","5_1회성","6_무등급",77136607
"1969","59to63","F","6_무등급","3_우수",77267586
"1970","39to43","F","6_무등급","3_우수",77451806
"1971","44to48","F","6_무등급","2_VIP",77567307
"1972","54to58","F","6_무등급","3_우수",77643843
"1973","49to53","F","6_무등급","5_1회성",76867820
"1974","54to58","F","6_무등급","5_1회성",76895354
"1975","39to43","F","6_무등급","3_우수",77077449
"1976","54to58","M","6_무등급","6_무등급",77134988
"1977","49to53","M","6_무등급","5_1회성",77153093
"1978","44to48","F","6_무등급","4_일반",77358646
"1979","44to48","M","6_무등급","5_1회성",77459986
"1980","34to38","F","6_무등급","4_일반",77586311
"1981","44to48","F","6_무등급","5_1회성",77626705
"1982","44to48","F","5_1회성","6_무등급",76792784
"1983","54to58","F","6_무등급","5_1회성",76841218
"1984","29to33","F","6_무등급","5_1회성",76841220
"1985","44to48","M","5_1회성","6_무등급",76851495
"1986","29to33","F","6_무등급","5_1회성",77079426
"1987","44to48","M","5_1회성","6_무등급",77258890
"1988","44to48","F","6_무등급","4_일반",77561105
"1989","44to48","F","6_무등급","5_1회성",77561106
"1990","54to58","M","6_무등급","5_1회성",77634647
"1991","19to23","M","6_무등급","5_1회성",76865987
"1992","54to58","F","6_무등급","3_우수",76950815
"1993","34to38","F","6_무등급","5_1회성",76951637
"1994","49to53","M","6_무등급","3_우수",77160454
"1995","44to48","M","6_무등급","5_1회성",77206213
"1996","44to48","F","6_무등급","5_1회성",77230370
"1997","39to43","F","6_무등급","5_1회성",77613343
"1998","24to28","F","4_일반","6_무등급",77620456
"1999","49to53","F","6_무등급","5_1회성",76953465
"2000","34to38","M","6_무등급","5_1회성",77067529
"2001","39to43","F","6_무등급","5_1회성",77170695
"2002","44to48","M","6_무등급","4_일반",77357305
"2003","39to43","F","6_무등급","4_일반",77357388
"2004","49to53","F","5_1회성","2_VIP",77549754
"2005","24to28","F","4_일반","3_우수",77549755
"2006","59to63","M","6_무등급","2_VIP",77564413
"2007","69to73","M","6_무등급","5_1회성",76788012
"2008","59to63","F","4_일반","6_무등급",76816216
"2009","19to23","F","5_1회성","6_무등급",76869205
"2010","44to48","F","6_무등급","5_1회성",77196170
"2011","59to63","M","6_무등급","5_1회성",77353965
"2012","49to53","F","6_무등급","3_우수",77567609
"2013","39to43","F","5_1회성","6_무등급",77588997
"2014","44to48","M","6_무등급","5_1회성",77607837
"2015","39to43","F","6_무등급","5_1회성",77607838
"2016","44to48","M","6_무등급","5_1회성",77638155
"2017","54to58","M","6_무등급","2_VIP",77649231
"2018","54to58","F","6_무등급","3_우수",77649232
"2019","39to43","F","5_1회성","6_무등급",76811051
"2020","54to58","M","6_무등급","5_1회성",77116729
"2021","44to48","F","2_VIP","6_무등급",77339309
"2022","54to58","M","1_VVIP","6_무등급",77367160
"2023","49to53","F","6_무등급","5_1회성",77422700
"2024","34to38","F","6_무등급","6_무등급",77481537
"2025","49to53","F","6_무등급","3_우수",77531084
"2026","64to68","M","6_무등급","5_1회성",77600062
"2027","59to63","F","6_무등급","5_1회성",77600063
"2028","49to53","M","6_무등급","2_VIP",77637667
"2029","39to43","M","4_일반","6_무등급",77655506
"2030","54to58","F","6_무등급","4_일반",76787394
"2031","29to33","F","6_무등급","5_1회성",76820289
"2032","44to48","M","6_무등급","5_1회성",76834510
"2033","49to53","F","6_무등급","6_무등급",76955581
"2034","19to23","F","6_무등급","6_무등급",76955582
"2035","59to63","M","6_무등급","3_우수",77115274
"2036","54to58","M","5_1회성","5_1회성",77120950
"2037","54to58","F","6_무등급","5_1회성",77159776
"2038","59to63","M","6_무등급","3_우수",77395126
"2039","49to53","M","6_무등급","4_일반",77409246
"2040","59to63","M","6_무등급","5_1회성",77650059
"2041","34to38","F","6_무등급","4_일반",76827989
"2042","64to68","M","6_무등급","5_1회성",77004113
"2043","39to43","M","6_무등급","5_1회성",77043098
"2044","64to68","F","6_무등급","2_VIP",77156378
"2045","59to63","F","4_일반","5_1회성",77487521
"2046","39to43","F","6_무등급","4_일반",76779985
"2047","39to43","F","6_무등급","4_일반",76779985
"2048","54to58","F","6_무등급","4_일반",76799054
"2049","49to53","M","6_무등급","3_우수",76882394
"2050","54to58","F","5_1회성","4_일반",76890790
"2051","39to43","F","6_무등급","2_VIP",77216603
"2052","39to43","M","6_무등급","4_일반",77525696
"2053","54to58","M","4_일반","5_1회성",76771324
"2054","64to68","F","","",77107526
"2055","34to38","F","6_무등급","6_무등급",77111974
"2056","59to63","M","6_무등급","5_1회성",77280019
"2057","49to53","M","6_무등급","5_1회성",77388752
"2058","29to33","M","3_우수","6_무등급",77455093
"2059","34to38","F","6_무등급","5_1회성",77459123
"2060","54to58","F","6_무등급","5_1회성",77478887
"2061","49to53","F","4_일반","6_무등급",77493892
"2062","34to38","M","6_무등급","5_1회성",77598622
"2063","44to48","F","5_1회성","3_우수",77605152
"2064","44to48","M","6_무등급","3_우수",77605232
"2065","59to63","F","6_무등급","4_일반",76900729
"2066","54to58","F","6_무등급","5_1회성",77196158
"2067","59to63","M","6_무등급","5_1회성",77196159
"2068","44to48","F","6_무등급","5_1회성",77296327
"2069","49to53","M","6_무등급","4_일반",77575693
"2070","44to48","F","6_무등급","5_1회성",77136594
"2071","59to63","M","6_무등급","2_VIP",77524638
"2072","59to63","F","6_무등급","2_VIP",77524639
"2073","39to43","F","6_무등급","4_일반",77578068
"2074","49to53","M","6_무등급","4_일반",77602717
"2075","34to38","M","4_일반","5_1회성",77114854
"2076","54to58","M","6_무등급","5_1회성",77227267
"2077","49to53","M","6_무등급","5_1회성",77419478
"2078","54to58","F","4_일반","2_VIP",77502962
"2079","34to38","F","6_무등급","2_VIP",77642255
"2080","44to48","F","6_무등급","5_1회성",76954843
"2081","54to58","M","6_무등급","5_1회성",77009799
"2082","59to63","F","5_1회성","5_1회성",77112174
"2083","49to53","M","6_무등급","2_VIP",77121473
"2084","54to58","M","6_무등급","4_일반",77130555
"2085","19to23","F","6_무등급","4_일반",77130557
"2086","24to28","F","6_무등급","5_1회성",77138251
"2087","54to58","F","6_무등급","5_1회성",77198158
"2088","74to78","M","6_무등급","5_1회성",77286716
"2089","64to68","F","6_무등급","4_일반",77306588
"2090","24to28","M","6_무등급","5_1회성",77366024
"2091","49to53","M","5_1회성","5_1회성",76770514
"2092","44to48","F","5_1회성","5_1회성",76833089
"2093","44to48","F","4_일반","5_1회성",76920210
"2094","59to63","M","6_무등급","5_1회성",77108713
"2095","49to53","F","6_무등급","5_1회성",77269972
"2096","49to53","M","5_1회성","6_무등급",77320849
"2097","24to28","M","6_무등급","5_1회성",77366024
"2098","64to68","M","6_무등급","5_1회성",77451253
"2099","64to68","F","6_무등급","5_1회성",77451254
"2100","29to33","M","6_무등급","3_우수",77469241
"2101","39to43","F","4_일반","5_1회성",77473408
"2102","59to63","F","6_무등급","4_일반",76945580
"2103","39to43","F","6_무등급","5_1회성",76950933
"2104","44to48","F","4_일반","2_VIP",76974130
"2105","39to43","F","6_무등급","5_1회성",77075851
"2106","34to38","F","6_무등급","5_1회성",77111974
"2107","44to48","F","6_무등급","6_무등급",77259806
"2108","44to48","F","5_1회성","6_무등급",77610604
"2109","59to63","F","6_무등급","5_1회성",77639374
"2110","44to48","M","6_무등급","5_1회성",76949550
"2111","34to38","F","4_일반","6_무등급",76975177
"2112","54to58","M","6_무등급","5_1회성",76996455
"2113","49to53","M","4_일반","2_VIP",77556328
"2114","29to33","F","6_무등급","5_1회성",77654420
"2115","54to58","M","3_우수","6_무등급",76936558
"2116","19to23","F","5_1회성","6_무등급",77092267
"2117","59to63","M","6_무등급","4_일반",77097191
"2118","39to43","M","6_무등급","4_일반",77169319
"2119","39to43","F","6_무등급","4_일반",77169320
"2120","69to73","M","5_1회성","6_무등급",77401269
"2121","69to73","F","5_1회성","5_1회성",77401270
"2122","24to28","F","6_무등급","3_우수",77437762
"2123","44to48","M","6_무등급","5_1회성",77504665
"2124","54to58","F","6_무등급","5_1회성",76808057
"2125","34to38","F","4_일반","5_1회성",76856230
"2126","44to48","F","6_무등급","5_1회성",77065866
"2127","69to73","F","6_무등급","3_우수",77071985
"2128","69to73","F","6_무등급","3_우수",77071986
"2129","74to78","M","6_무등급","3_우수",77247977
"2130","64to68","F","6_무등급","2_VIP",77257094
"2131","69to73","M","6_무등급","6_무등급",77342402
"2132","64to68","F","6_무등급","6_무등급",77342403
"2133","54to58","F","6_무등급","2_VIP",77526199
"2134","64to68","M","6_무등급","2_VIP",77526281
"2135","54to58","F","5_1회성","4_일반",77578188
"2136","34to38","F","4_일반","6_무등급",76931626
"2137","24to28","M","6_무등급","5_1회성",77117516
"2138","59to63","F","5_1회성","3_우수",76887769
"2139","29to33","M","4_일반","5_1회성",76887771
"2140","64to68","M","4_일반","5_1회성",77164704
"2141","19to23","M","5_1회성","5_1회성",77245323
"2142","44to48","F","6_무등급","5_1회성",77071965
"2143","54to58","F","6_무등급","3_우수",77264078
"2144","39to43","F","6_무등급","5_1회성",76787214
"2145","64to68","F","6_무등급","5_1회성",76904676
"2146","59to63","F","6_무등급","4_일반",76904762
"2147","64to68","F","6_무등급","4_일반",76909019
"2148","44to48","F","4_일반","2_VIP",76974130
"2149","54to58","M","6_무등급","5_1회성",77007693
"2150","54to58","F","6_무등급","2_VIP",77010018
"2151","44to48","M","6_무등급","5_1회성",76909943
"2152","54to58","F","6_무등급","3_우수",77006735
"2153","39to43","F","6_무등급","6_무등급",77159101
"2154","49to53","F","6_무등급","2_VIP",77208266
"2155","49to53","F","6_무등급","5_1회성",77296686
"2156","59to63","M","6_무등급","4_일반",77582988
"2157","54to58","F","4_일반","2_VIP",77592259
"2158","39to43","F","5_1회성","5_1회성",77610432
"2159","59to63","M","6_무등급","6_무등급",76980832
"2160","39to43","M","6_무등급","5_1회성",77195880
"2161","29to33","F","5_1회성","5_1회성",77531900
"2162","29to33","F","5_1회성","4_일반",77566731
"2163","24to28","M","6_무등급","4_일반",77589073
"2164","49to53","M","5_1회성","2_VIP",77101094
"2165","74to78","F","6_무등급","1_VVIP",76958676
"2166","54to58","M","6_무등급","3_우수",77574665
"2167","39to43","F","5_1회성","6_무등급",77643159
"2168","64to68","F","5_1회성","4_일반",76979114
"2169","64to68","M","4_일반","6_무등급",77156343
"2170","54to58","F","6_무등급","4_일반",77433882
"2171","59to63","M","6_무등급","3_우수",77540482
"2172","49to53","F","6_무등급","3_우수",77562736
"2173","54to58","F","6_무등급","2_VIP",77584738
"2174","59to63","M","6_무등급","5_1회성",76980832
"2175","54to58","F","5_1회성","5_1회성",76980833
"2176","64to68","F","4_일반","4_일반",77162222
"2177","49to53","M","6_무등급","6_무등급",77332285
"2178","39to43","F","6_무등급","5_1회성",77477974
"2179","44to48","M","6_무등급","5_1회성",77521692
"2180","59to63","F","6_무등급","5_1회성",77578402
"2181","54to58","F","6_무등급","6_무등급",76785062
"2182","44to48","F","5_1회성","6_무등급",76800614
"2183","54to58","F","6_무등급","5_1회성",77155828
"2184","59to63","F","6_무등급","5_1회성",77221994
"2185","64to68","M","6_무등급","5_1회성",77221995
"2186","44to48","F","6_무등급","5_1회성",77357333
"2187","49to53","F","6_무등급","6_무등급",77462159
"2188","34to38","F","6_무등급","5_1회성",76869044
"2189","39to43","M","5_1회성","5_1회성",77057373
"2190","39to43","M","4_일반","6_무등급",77191980
"2191","39to43","F","5_1회성","5_1회성",77227308
"2192","79more","F","4_일반","6_무등급",77361347
"2193","24to28","F","6_무등급","4_일반",77413633
"2194","34to38","F","6_무등급","5_1회성",77515189
"2195","54to58","F","6_무등급","4_일반",77622823
"2196","54to58","F","6_무등급","2_VIP",76780933
"2197","54to58","F","6_무등급","2_VIP",76780933
"2198","59to63","F","6_무등급","5_1회성",77221994
"2199","64to68","M","6_무등급","5_1회성",77221995
"2200","49to53","F","6_무등급","5_1회성",77348965
"2201","49to53","F","6_무등급","5_1회성",77348965
"2202","49to53","F","6_무등급","4_일반",76897997
"2203","69to73","M","6_무등급","5_1회성",77062025
"2204","49to53","F","6_무등급","5_1회성",77062026
"2205","39to43","F","6_무등급","5_1회성",77071260
"2206","39to43","F","4_일반","5_1회성",77085116
"2207","29to33","M","4_일반","5_1회성",77099335
"2208","39to43","F","6_무등급","6_무등급",77145493
"2209","44to48","M","6_무등급","6_무등급",77145494
"2210","34to38","F","6_무등급","4_일반",77184899
"2211","49to53","F","5_1회성","6_무등급",77402128
"2212","59to63","M","5_1회성","4_일반",77449895
"2213","54to58","M","6_무등급","4_일반",77464477
"2214","39to43","F","6_무등급","5_1회성",77507036
"2215","59to63","F","6_무등급","5_1회성",77619195
"2216","59to63","M","6_무등급","4_일반",77628348
"2217","54to58","F","4_일반","3_우수",77649665
"2218","54to58","M","6_무등급","5_1회성",76775735
